season,league,draft_id,rounds,username,manager,current_member,round,pick_in_round,overall,player,pos,nfl_team
2023,main,916453503533510657,17,Harryschultz,,N,9,1,97,K. Toney,WR,KC
2023,main,916453503533510657,17,brianthebuck15,,N,9,2,98,A. Dillon,RB,GB
2023,main,916453503533510657,17,hunterslosser,,N,9,3,99,K. Herbert,RB,CHI
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,9,4,100,J. Williams,RB,NO
2023,main,916453503533510657,17,jrocka33,,N,9,5,101,S. 49ers,DEF,SF
2023,main,916453503533510657,17,clappinyou,Dylan,Y,9,6,102,B. Robinson,RB,WAS
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,9,7,103,M. Thomas,WR,NO
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,9,8,104,J. Tucker,K,BAL
2023,main,916453503533510657,17,levibrad,,N,9,9,105,T. Burks,WR,TEN
2023,main,916453503533510657,17,gregdani612,Greg,Y,9,10,106,Q. Johnston,WR,LAC
2023,main,916453503533510657,17,npd312,Nick,Y,9,11,107,Z. Charbonnet,RB,SEA
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,9,12,108,A. Richardson,QB,IND
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,10,1,109,A. Rodgers,QB,NYJ
2023,main,916453503533510657,17,npd312,Nick,Y,10,2,110,C. Kmet,TE,CHI
2023,main,916453503533510657,17,gregdani612,Greg,Y,10,3,111,K. Cousins,QB,MIN
2023,main,916453503533510657,17,levibrad,,N,10,4,112,G. Smith,QB,SEA
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,10,5,113,T. Higbee,TE,LAR
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,10,6,114,C. Sutton,WR,DEN
2023,main,916453503533510657,17,clappinyou,Dylan,Y,10,7,115,T. Boyd,WR,CIN
2023,main,916453503533510657,17,jrocka33,,N,10,8,116,J. Smith-Schuster,WR,NE
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,10,9,117,D. Achane,RB,MIA
2023,main,916453503533510657,17,hunterslosser,,N,10,10,118,S. Moore,WR,KC
2023,main,916453503533510657,17,brianthebuck15,,N,10,11,119,G. Dulcich,TE,DEN
2023,main,916453503533510657,17,Harryschultz,,N,10,12,120,E. Elliott,RB,NE
2023,main,916453503533510657,17,Harryschultz,,N,11,1,121,D. Knox,TE,BUF
2023,main,916453503533510657,17,brianthebuck15,,N,11,2,122,T. Tagovailoa,QB,MIA
2023,main,916453503533510657,17,hunterslosser,,N,11,3,123,O. Beckham,WR,BAL
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,11,4,124,E. Moore,WR,CLE
2023,main,916453503533510657,17,jrocka33,,N,11,5,125,A. Thielen,WR,CAR
2023,main,916453503533510657,17,clappinyou,Dylan,Y,11,6,126,J. Johnson,TE,NO
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,11,7,127,R. Penny,RB,PHI
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,11,8,128,A. Lazard,WR,NYJ
2023,main,916453503533510657,17,levibrad,,N,11,9,129,S. Perine,RB,DEN
2023,main,916453503533510657,17,gregdani612,Greg,Y,11,10,130,E. McPherson,K,CIN
2023,main,916453503533510657,17,npd312,Nick,Y,11,11,131,T. Allgeier,RB,ATL
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,11,12,132,D. Carlson,K,LV
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,12,1,133,T. Bigsby,RB,JAX
2023,main,916453503533510657,17,npd312,Nick,Y,12,2,134,D. Mooney,WR,CHI
2023,main,916453503533510657,17,gregdani612,Greg,Y,12,3,135,J. McKinnon,RB,KC
2023,main,916453503533510657,17,levibrad,,N,12,4,136,H. Butker,K,KC
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,12,5,137,M. Mims,WR,DEN
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,12,6,138,E. Mitchell,RB,SF
2023,main,916453503533510657,17,clappinyou,Dylan,Y,12,7,139,K. Pickett,QB,PIT
2023,main,916453503533510657,17,jrocka33,,N,12,8,140,D. Harris,RB,BUF
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,12,9,141,C. Okonkwo,TE,TEN
2023,main,916453503533510657,17,hunterslosser,,N,12,10,142,J. Warren,RB,PIT
2023,main,916453503533510657,17,brianthebuck15,,N,12,11,143,T. Bass,K,BUF
2023,main,916453503533510657,17,Harryschultz,,N,12,12,144,D. Jones,QB,NYG
2023,main,916453503533510657,17,Harryschultz,,N,13,1,145,J. Williams,WR,DET
2023,main,916453503533510657,17,brianthebuck15,,N,13,2,146,R. Doubs,WR,GB
2023,main,916453503533510657,17,hunterslosser,,N,13,3,147,S. LaPorta,TE,DET
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,13,4,148,J. Goff,QB,DET
2023,main,916453503533510657,17,jrocka33,,N,13,5,149,J. Hyatt,WR,NYG
2023,main,916453503533510657,17,clappinyou,Dylan,Y,13,6,150,K. Osborn,WR,MIN
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,13,7,151,R. Bateman,WR,BAL
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,13,8,152,B. Purdy,QB,SF
2023,main,916453503533510657,17,levibrad,,N,13,9,153,R. Rice,WR,KC
2023,main,916453503533510657,17,gregdani612,Greg,Y,13,10,154,J. Meyers,WR,LV
2023,main,916453503533510657,17,npd312,Nick,Y,13,11,155,R. Wilson,QB,DEN
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,13,12,156,J. Mingo,WR,CAR
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,14,1,157,D. Vaughn,RB,DAL
2023,main,916453503533510657,17,npd312,Nick,Y,14,2,158,R. Johnson,RB,CHI
2023,main,916453503533510657,17,gregdani612,Greg,Y,14,3,159,G. Everett,TE,LAC
2023,main,916453503533510657,17,levibrad,,N,14,4,160,D. Singletary,RB,HOU
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,14,5,161,D. Foreman,RB,CHI
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,14,6,162,T. Dell,WR,HOU
2023,main,916453503533510657,17,clappinyou,Dylan,Y,14,7,163,C. Hubbard,RB,CAR
2023,main,916453503533510657,17,jrocka33,,N,14,8,164,Z. Jones,WR,JAX
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,14,9,165,K. Hunt,RB,FA
2023,main,916453503533510657,17,hunterslosser,,N,14,10,166,N. Collins,WR,HOU
2023,main,916453503533510657,17,brianthebuck15,,N,14,11,167,P. Eagles,DEF,PHI
2023,main,916453503533510657,17,Harryschultz,,N,14,12,168,Y. Koo,K,ATL
2023,main,916453503533510657,17,Harryschultz,,N,15,1,169,R. Moore,WR,ARI
2023,main,916453503533510657,17,brianthebuck15,,N,15,2,170,V. Jefferson,WR,LAR
2023,main,916453503533510657,17,hunterslosser,,N,15,3,171,D. Jackson,RB,IND
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,15,4,172,K. Miller,RB,NO
2023,main,916453503533510657,17,jrocka33,,N,15,5,173,G. Gano,K,NYG
2023,main,916453503533510657,17,clappinyou,Dylan,Y,15,6,174,P. Steelers,DEF,PIT
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,15,7,175,N. Jets,DEF,NYJ
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,15,8,176,D. Broncos,DEF,DEN
2023,main,916453503533510657,17,levibrad,,N,15,9,177,J. Love,QB,GB
2023,main,916453503533510657,17,gregdani612,Greg,Y,15,10,178,K. Gainwell,RB,PHI
2023,main,916453503533510657,17,npd312,Nick,Y,15,11,179,J. Reed,WR,GB
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,15,12,180,N. Patriots,DEF,NE
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,16,1,181,M. Mayer,TE,LV
2023,main,916453503533510657,17,npd312,Nick,Y,16,2,182,J. Elliott,K,PHI
2023,main,916453503533510657,17,gregdani612,Greg,Y,16,3,183,L. Musgrave,TE,GB
2023,main,916453503533510657,17,levibrad,,N,16,4,184,M. Gallup,WR,DAL
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,16,5,185,J. Ross,WR,KC
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,16,6,186,J. Sanders,K,MIA
2023,main,916453503533510657,17,clappinyou,Dylan,Y,16,7,187,J. Myers,K,SEA
2023,main,916453503533510657,17,jrocka33,,N,16,8,188,T. Spears,RB,TEN
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,16,9,189,K. Murray,QB,ARI
2023,main,916453503533510657,17,hunterslosser,,N,16,10,190,W. Commanders,DEF,WAS
2023,main,916453503533510657,17,brianthebuck15,,N,16,11,191,C. Edwards-Helaire,RB,KC
2023,main,916453503533510657,17,Harryschultz,,N,16,12,192,H. Renfrow,WR,LV
2023,main,916453503533510657,17,Harryschultz,,N,17,1,193,Z. Ertz,TE,ARI
2023,main,916453503533510657,17,brianthebuck15,,N,17,2,194,D. Chark,WR,CAR
2023,main,916453503533510657,17,hunterslosser,,N,17,3,195,B. McManus,K,JAX
2023,main,916453503533510657,17,nathanawright24,Nathan,Y,17,4,196,C. Dicker,K,LAC
2023,main,916453503533510657,17,jrocka33,,N,17,5,197,B. Young,QB,CAR
2023,main,916453503533510657,17,clappinyou,Dylan,Y,17,6,198,H. Hurst,TE,CAR
2023,main,916453503533510657,17,RyanAnderson25,Ryan,Y,17,7,199,I. Smith,TE,CIN
2023,main,916453503533510657,17,BigBallsKaiden,Kaiden,Y,17,8,200,C. Brown,RB,CIN
2023,main,916453503533510657,17,levibrad,,N,17,9,201,S. Seahawks,DEF,SEA
2023,main,916453503533510657,17,gregdani612,Greg,Y,17,10,202,M. Dolphins,DEF,MIA
2023,main,916453503533510657,17,npd312,Nick,Y,17,11,203,E. Hull,RB,IND
2023,main,916453503533510657,17,josekhgreen,Joseph,Y,17,12,204,A. Pierce,WR,IND
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,1,1,1,C. McCaffrey,RB,SF
2024,main,1048309365154910209,16,Team 3,,N,1,2,2,T. Hill,WR,MIA
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,1,3,3,B. Robinson,RB,ATL
2024,main,1048309365154910209,16,Team 7,,N,1,4,4,C. Lamb,WR,DAL
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,1,5,5,J. Chase,WR,CIN
2024,main,1048309365154910209,16,gregdani612,Greg,Y,1,6,6,A. St. Brown,WR,DET
2024,main,1048309365154910209,16,npd312,Nick,Y,1,7,7,B. Hall,RB,NYJ
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,1,8,8,A. Brown,WR,PHI
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,1,9,9,J. Jefferson,WR,MIN
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,1,10,10,G. Wilson,WR,NYJ
2024,main,1048309365154910209,16,brianthebuck15,,N,1,11,11,T. Etienne,RB,JAX
2024,main,1048309365154910209,16,Team 8,,N,1,12,12,J. Gibbs,RB,DET
2024,main,1048309365154910209,16,Team 8,,N,2,1,13,J. Taylor,RB,IND
2024,main,1048309365154910209,16,brianthebuck15,,N,2,2,14,J. Jacobs,RB,GB
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,2,3,15,S. Barkley,RB,PHI
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,2,4,16,K. Williams,RB,LAR
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,2,5,17,M. Harrison,WR,ARI
2024,main,1048309365154910209,16,npd312,Nick,Y,2,6,18,P. Nacua,WR,LAR
2024,main,1048309365154910209,16,gregdani612,Greg,Y,2,7,19,D. London,WR,ATL
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,2,8,20,D. Henry,RB,BAL
2024,main,1048309365154910209,16,Team 7,,N,2,9,21,D. Adams,WR,LV
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,2,10,22,J. Conner,RB,ARI
2024,main,1048309365154910209,16,Team 3,,N,2,11,23,D. Achane,RB,MIA
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,2,12,24,C. Olave,WR,NO
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,3,1,25,B. Aiyuk,WR,SF
2024,main,1048309365154910209,16,Team 3,,N,3,2,26,M. Evans,WR,TB
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,3,3,27,C. Kupp,WR,LAR
2024,main,1048309365154910209,16,Team 7,,N,3,4,28,J. Allen,QB,BUF
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,3,5,29,J. Cook,RB,BUF
2024,main,1048309365154910209,16,gregdani612,Greg,Y,3,6,30,T. Kelce,TE,KC
2024,main,1048309365154910209,16,npd312,Nick,Y,3,7,31,S. LaPorta,TE,DET
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,3,8,32,R. White,RB,TB
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,3,9,33,I. Pacheco,RB,KC
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,3,10,34,N. Collins,WR,HOU
2024,main,1048309365154910209,16,brianthebuck15,,N,3,11,35,J. Waddle,WR,MIA
2024,main,1048309365154910209,16,Team 8,,N,3,12,36,S. Diggs,WR,HOU
2024,main,1048309365154910209,16,Team 8,,N,4,1,37,M. Pittman,WR,IND
2024,main,1048309365154910209,16,brianthebuck15,,N,4,2,38,P. Mahomes,QB,KC
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,4,3,39,D. Samuel,WR,SF
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,4,4,40,D. Kincaid,TE,BUF
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,4,5,41,J. Mixon,RB,HOU
2024,main,1048309365154910209,16,npd312,Nick,Y,4,6,42,L. Jackson,QB,BAL
2024,main,1048309365154910209,16,gregdani612,Greg,Y,4,7,43,J. Hurts,QB,PHI
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,4,8,44,D. Metcalf,WR,SEA
2024,main,1048309365154910209,16,Team 7,,N,4,9,45,D. Moore,WR,CHI
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,4,10,46,A. Kamara,RB,NO
2024,main,1048309365154910209,16,Team 3,,N,4,11,47,T. McBride,TE,ARI
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,4,12,48,M. Andrews,TE,BAL
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,5,1,49,C. Stroud,QB,HOU
2024,main,1048309365154910209,16,Team 3,,N,5,2,50,D. Smith,WR,PHI
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,5,3,51,R. Rice,WR,KC
2024,main,1048309365154910209,16,Team 7,,N,5,4,52,M. Nabers,WR,NYG
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,5,5,53,G. Kittle,TE,SF
2024,main,1048309365154910209,16,gregdani612,Greg,Y,5,6,54,K. Walker,RB,SEA
2024,main,1048309365154910209,16,npd312,Nick,Y,5,7,55,A. Cooper,WR,CLE
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,5,8,56,E. Engram,TE,JAX
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,5,9,57,Z. Flowers,WR,BAL
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,5,10,58,A. Richardson,QB,IND
2024,main,1048309365154910209,16,brianthebuck15,,N,5,11,59,T. Dell,WR,HOU
2024,main,1048309365154910209,16,Team 8,,N,5,12,60,K. Pitts,TE,ATL
2024,main,1048309365154910209,16,Team 8,,N,6,1,61,T. Higgins,WR,CIN
2024,main,1048309365154910209,16,brianthebuck15,,N,6,2,62,B. Bowers,TE,LV
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,6,3,63,A. Jones,RB,MIN
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,6,4,64,T. McLaurin,WR,WAS
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,6,5,65,D. Swift,RB,CHI
2024,main,1048309365154910209,16,npd312,Nick,Y,6,6,66,C. Kirk,WR,JAX
2024,main,1048309365154910209,16,gregdani612,Greg,Y,6,7,67,K. Allen,WR,CHI
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,6,8,68,J. Burrow,QB,CIN
2024,main,1048309365154910209,16,Team 7,,N,6,9,69,G. Pickens,WR,PIT
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,6,10,70,D. Njoku,TE,CLE
2024,main,1048309365154910209,16,Team 3,,N,6,11,71,D. Montgomery,RB,DET
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,6,12,72,R. Odunze,WR,CHI
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,7,1,73,T. Pollard,RB,TEN
2024,main,1048309365154910209,16,Team 3,,N,7,2,74,C. Ridley,WR,TEN
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,7,3,75,C. Godwin,WR,TB
2024,main,1048309365154910209,16,Team 7,,N,7,4,76,J. Reed,WR,GB
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,7,5,77,R. Stevenson,RB,NE
2024,main,1048309365154910209,16,gregdani612,Greg,Y,7,6,78,X. Worthy,WR,KC
2024,main,1048309365154910209,16,npd312,Nick,Y,7,7,79,J. Williams,RB,DEN
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,7,8,80,K. Murray,QB,ARI
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,7,9,81,K. Coleman,WR,BUF
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,7,10,82,R. Mostert,RB,MIA
2024,main,1048309365154910209,16,brianthebuck15,,N,7,11,83,J. Addison,WR,MIN
2024,main,1048309365154910209,16,Team 8,,N,7,12,84,Z. White,RB,LV
2024,main,1048309365154910209,16,Team 8,,N,8,1,85,J. Love,QB,GB
2024,main,1048309365154910209,16,brianthebuck15,,N,8,2,86,D. Prescott,QB,DAL
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,8,3,87,N. Harris,RB,PIT
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,8,4,88,B. Thomas,WR,JAX
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,8,5,89,D. Johnson,WR,CAR
2024,main,1048309365154910209,16,npd312,Nick,Y,8,6,90,J. Smith-Njigba,WR,SEA
2024,main,1048309365154910209,16,gregdani612,Greg,Y,8,7,91,Z. Moss,RB,CIN
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,8,8,92,C. Watson,WR,GB
2024,main,1048309365154910209,16,Team 7,,N,8,9,93,J. Ferguson,TE,DAL
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,8,10,94,C. Williams,QB,CHI
2024,main,1048309365154910209,16,Team 3,,N,8,11,95,J. Warren,RB,PIT
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,8,12,96,L. McConkey,WR,LAC
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,9,1,97,N. Chubb,RB,CLE
2024,main,1048309365154910209,16,Team 3,,N,9,2,98,T. Tagovailoa,QB,MIA
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,9,3,99,J. Ford,RB,CLE
2024,main,1048309365154910209,16,Team 7,,N,9,4,100,A. Ekeler,RB,WAS
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,9,5,101,C. Sutton,WR,DEN
2024,main,1048309365154910209,16,gregdani612,Greg,Y,9,6,102,D. Singletary,RB,NYG
2024,main,1048309365154910209,16,npd312,Nick,Y,9,7,103,J. Brooks,RB,CAR
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,9,8,104,C. Samuel,WR,BUF
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,9,9,105,B. Robinson,RB,WAS
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,9,10,106,H. Brown,WR,KC
2024,main,1048309365154910209,16,brianthebuck15,,N,9,11,107,D. Goedert,TE,PHI
2024,main,1048309365154910209,16,Team 8,,N,9,12,108,T. Spears,RB,TEN
2024,main,1048309365154910209,16,Team 8,,N,10,1,109,D. Hopkins,WR,TEN
2024,main,1048309365154910209,16,brianthebuck15,,N,10,2,110,J. Williams,WR,DET
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,10,3,111,T. Hockenson,TE,MIN
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,10,4,112,J. Daniels,QB,WAS
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,10,5,113,G. Edwards,RB,LAC
2024,main,1048309365154910209,16,npd312,Nick,Y,10,6,114,T. Benson,RB,ARI
2024,main,1048309365154910209,16,gregdani612,Greg,Y,10,7,115,B. Purdy,QB,SF
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,10,8,116,R. Doubs,WR,GB
2024,main,1048309365154910209,16,Team 7,,N,10,9,117,E. Elliott,RB,DAL
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,10,10,118,J. Herbert,QB,LAC
2024,main,1048309365154910209,16,Team 3,,N,10,11,119,B. Corum,RB,LAR
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,10,12,120,T. Lockett,WR,SEA
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,11,1,121,C. Brown,RB,CIN
2024,main,1048309365154910209,16,Team 3,,N,11,2,122,A. Mitchell,WR,IND
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,11,3,123,J. Tucker,K,BAL
2024,main,1048309365154910209,16,Team 7,,N,11,4,124,D. Schultz,TE,HOU
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,11,5,125,C. Hubbard,RB,CAR
2024,main,1048309365154910209,16,gregdani612,Greg,Y,11,6,126,C. Kmet,TE,CHI
2024,main,1048309365154910209,16,npd312,Nick,Y,11,7,127,K. Shakir,WR,BUF
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,11,8,128,J. Palmer,WR,LAC
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,11,9,129,T. Lawrence,QB,JAX
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,11,10,130,J. Goff,QB,DET
2024,main,1048309365154910209,16,brianthebuck15,,N,11,11,131,H. Butker,K,KC
2024,main,1048309365154910209,16,Team 8,,N,11,12,132,J. Meyers,WR,LV
2024,main,1048309365154910209,16,Team 8,,N,12,1,133,Z. Charbonnet,RB,SEA
2024,main,1048309365154910209,16,brianthebuck15,,N,12,2,134,J. Jeudy,WR,CLE
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,12,3,135,P. Freiermuth,TE,PIT
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,12,4,136,J. Dobbins,RB,LAC
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,12,5,137,R. Dowdle,RB,DAL
2024,main,1048309365154910209,16,npd312,Nick,Y,12,6,138,B. Aubrey,K,DAL
2024,main,1048309365154910209,16,gregdani612,Greg,Y,12,7,139,E. McPherson,K,CIN
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,12,8,140,Y. Koo,K,ATL
2024,main,1048309365154910209,16,Team 7,,N,12,9,141,A. Rodgers,QB,NYJ
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,12,10,142,M. Williams,WR,NYJ
2024,main,1048309365154910209,16,Team 3,,N,12,11,143,R. Shaheed,WR,NO
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,12,12,144,J. Moody,K,SF
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,13,1,145,J. McLaughlin,RB,DEN
2024,main,1048309365154910209,16,Team 3,,N,13,2,146,J. Wright,RB,MIA
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,13,3,147,T. Allgeier,RB,ATL
2024,main,1048309365154910209,16,Team 7,,N,13,4,148,J. Elliott,K,PHI
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,13,5,149,X. Legette,WR,CAR
2024,main,1048309365154910209,16,gregdani612,Greg,Y,13,6,150,G. Davis,WR,JAX
2024,main,1048309365154910209,16,npd312,Nick,Y,13,7,151,L. Musgrave,TE,GB
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,13,8,152,J. Polk,WR,NE
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,13,9,153,D. Wicks,WR,GB
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,13,10,154,A. Thielen,WR,CAR
2024,main,1048309365154910209,16,brianthebuck15,,N,13,11,155,T. Chandler,RB,MIN
2024,main,1048309365154910209,16,Team 8,,N,13,12,156,K. Cousins,QB,ATL
2024,main,1048309365154910209,16,Team 8,,N,14,1,157,B. Sinnott,TE,WAS
2024,main,1048309365154910209,16,brianthebuck15,,N,14,2,158,A. Gibson,RB,NE
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,14,3,159,K. Fairbairn,K,HOU
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,14,4,160,M. Lloyd,RB,GB
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,14,5,161,T. Franklin,WR,DEN
2024,main,1048309365154910209,16,npd312,Nick,Y,14,6,162,B. Allen,RB,NYJ
2024,main,1048309365154910209,16,gregdani612,Greg,Y,14,7,163,J. Downs,WR,IND
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,14,8,164,C. Otton,TE,TB
2024,main,1048309365154910209,16,Team 7,,N,14,9,165,K. Vidal,RB,LAC
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,14,10,166,M. Gesicki,TE,CIN
2024,main,1048309365154910209,16,Team 3,,N,14,11,167,D. Mooney,WR,ATL
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,14,12,168,R. Pearsall,WR,SF
2024,main,1048309365154910209,16,Cailenmh,Cailen,Y,15,1,169,L. McCaffrey,WR,WAS
2024,main,1048309365154910209,16,Team 3,,N,15,2,170,B. Mayfield,QB,TB
2024,main,1048309365154910209,16,clappinyou,Dylan,Y,15,3,171,B. Cooks,WR,DAL
2024,main,1048309365154910209,16,Team 7,,N,15,4,172,R. Davis,RB,BUF
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,15,5,173,M. Mims,WR,DEN
2024,main,1048309365154910209,16,gregdani612,Greg,Y,15,6,174,T. Tracy,RB,NYG
2024,main,1048309365154910209,16,npd312,Nick,Y,15,7,175,J. Baker,WR,NE
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,15,8,176,C. Dicker,K,LAC
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,15,9,177,J. Sanders,K,MIA
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,15,10,178,J. Dotson,WR,PHI
2024,main,1048309365154910209,16,brianthebuck15,,N,15,11,179,Q. Johnston,WR,LAC
2024,main,1048309365154910209,16,Team 8,,N,15,12,180,T. Bass,K,BUF
2024,main,1048309365154910209,16,Team 8,,N,16,1,181,D. Douglas,WR,NE
2024,main,1048309365154910209,16,brianthebuck15,,N,16,2,182,T. Johnson,TE,NYG
2024,main,1048309365154910209,16,josekhgreen,Joseph,Y,16,3,183,B. Irving,RB,TB
2024,main,1048309365154910209,16,nathanawright24,Nathan,Y,16,4,184,A. Estime,RB,DEN
2024,main,1048309365154910209,16,RyanAnderson25,Ryan,Y,16,5,185,M. Stafford,QB,LAR
2024,main,1048309365154910209,16,npd312,Nick,Y,16,6,186,J. Fields,QB,PIT
2024,main,1048309365154910209,16,gregdani612,Greg,Y,16,7,187,D. Pierce,RB,HOU
2024,main,1048309365154910209,16,BigBallsKaiden,Kaiden,Y,16,8,188,B. Nix,QB,DEN
